ACTION_TAKEN,CALL_DATE,CALL_FROM,CALL_TIME,Category,Message search terms,Sub Category,Sum of Incidents,Sum of Vehicle Delay Time,Measure Param,DIRECTION,DISPATCHER_ID,DIVISION,GEOGRAPHIC_LOCATION_MODIFIED,LINE (group) 1,LINE (group),LINE,LINE_DELAY,LINE_DELAY_TIME_END,LINE_DELAY_TIME_START,Location,LOCATION_ORIGINAL,Incident Location,Message,NO_RETURN,Number of Records,OPERATOR_ID,RUN,RUN_LINE,SENT_TO,STREET_A,STREET_B,STREET_C,STREET_D,Subcategory,Security Incident Type,TAG_ID,TIMEOUT,Date,TIME_OF_INCIDENT,VEHICLE,VEHICLE_DELAY_TIME_END,VEHICLE_DELAY_TIME_START,VEHICLE_NEW,VEHICLE_NEW_NUM_1,VEHICLE_NEW_NUM_2,VEH_DELAY,VIA,Veh_Delay_Time (copy),Vehicle Delay Minutes per Incident
INSP IRBY CLEARED,5/28/2013,INSP IRBY,11:37,Passenger Incident,0,Intoxicated Passenger,1,3,1,    IB,83,GR,DON CHEE WAY AND STEUART,F,F,F,11:37 - 11:40,5/28/2013 11:40,5/28/2013 11:37,EMBARACADER & DONCHEE WAY,,EMBARACADER & DONCHEE WAY,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,1522,167,167 / F,,,,,,Intoxicated Passenger,Other,1291041,0:00,5/28/2013,5/28/2013 11:37,1006,5/28/2013 11:40,5/28/2013 11:37,,,,11:37 - 11:40,R,3,3
UNIT 4 RESP. SFFD ENG 30 CLEARED,5/27/2013,OPERATOR,15:15,Passenger Incident,0,Intoxicated Passenger,1,17,1,    OB,27,FL,MAIN ##### MISSION,14L,14L,14L,00:00 - 00:00,,,MAIN & MISSION,,MAIN & MISSION,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,4125,493,493 / 14L,,MAIN,MISSION,%MAIN%,%MISSION%,Intoxicated Passenger,Other,1290971,0:00,5/27/2013,5/27/2013 15:15,6204,5/27/2013 15:31,5/27/2013 15:14,,,,15:14 - 15:31,R,17,17
UNIT 5 RESP. SFPD CLEARED,5/27/2013,OPERATOR,12:58,Passenger Incident,0,Intoxicated Passenger,1,16,1,    OB,30,PO,POTRERO ##### 21ST,33,33,33,00:00 - 00:00,,,POTRERO & 21ST STREET,,POTRERO & 21ST STREET,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,4197,404,404 / 33,,POTRERO,21ST,%POTRERO%,%21ST%,Intoxicated Passenger,Other,1290939,0:00,5/27/2013,5/27/2013 12:58,5477,5/27/2013 13:14,5/27/2013 12:58,,,,12:58 - 13:14,R,16,16
SFPD UNIT #3C60 RESP AND CLEARED,5/25/2013,OPERATOR,2:10,Passenger Incident,0,Intoxicated Passenger,1,24,1,    OB,11,PO,CORTLAND ##### BAY SHORE,24,24,24,00:00 - 00:00,,,CORTLAND & BAYSHORE,,CORTLAND & BAYSHORE,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,1408,472,472 / 24,,CORTLAND,BAY SHORE,%CORTLAND%,%BAY%SHORE%,Intoxicated Passenger,Other,1290585,0:00,5/25/2013,5/25/2013 2:10,5436,5/25/2013 2:34,5/25/2013 2:10,,,,02:10 - 02:34,R,24,24
SFPD; INSP DONALSON,5/25/2013,OPERATOR,4:56,Passenger Incident,0,Intoxicated Passenger,1,19,1,    IB,88,GR,WAWONA ##### 47TH,L,L,L,04:51 - 05:10,5/25/2013 5:10,5/25/2013 4:51,WAWONA & 47TH,,WAWONA & 47TH,PASSENGER INCIDENT - INTOXICATED PASSENGER  NEAR TRACKWAY,N,1,1242,4,004 / L,,WAWONA,47TH,%WAWONA%,%47TH%,Intoxicated Passenger,Other,1290610,0:00,5/25/2013,5/25/2013 4:56,1517,5/25/2013 5:10,5/25/2013 4:51,,,,04:51 - 05:10,R,19,19
SFPD UNIT 3B11E CLEARED,5/25/2013,OPERATOR,22:32,Passenger Incident,0,Intoxicated Passenger,1,13,1,    OB,22,WO,TRANSBAY TERMINAL,71,71,71,00:00 - 00:00,,,TRANSBAY TERMINAL,,TRANSBAY TERMINAL,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,4318,259,259 / 71,,,,,,Intoxicated Passenger,Other,1290696,0:00,5/25/2013,5/25/2013 22:32,8198,5/25/2013 22:45,5/25/2013 22:32,,,,22:32 - 22:45,R,13,13
"UNIT #1 INSP T. KONG RESP, SFPD #3I16A, MEDIC #82 RESP",5/24/2013,OPERATOR,7:46,Passenger Incident,0,Intoxicated Passenger,1,41,1,    IB,33,FL,PHELAN LOOP,8X,8X,8X,00:00 - 00:00,,,PHELAN LOOP,,CITY COLLEGE TERMINAL,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,3287,419,419 / 8X,,,,,,Intoxicated Passenger,Other,1290620,0:00,5/24/2013,5/24/2013 7:46,6297,5/25/2013 8:27,5/25/2013 7:46,,,,07:46 - 08:27,R,41,41
"2120-2135- HRS., MEDIC # 85, AID REFUSED, STATION OPS 4-C-94*,  TRANSPORTED TO SOBERING CENTER, BY MEDICS, CASTRO AGENT CLEARED",5/24/2013,CASTRO AGENT,21:20,Passenger Incident,0,Intoxicated Passenger,1,,1,    IB,87,GR,CASTRO PLATFORM,NA,Other,NA,00:00 - 00:00,,,CASTRO PLATFORM,,CASTRO PLATFORM,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,,, / ,,,,,,Intoxicated Passenger,Other,1290568,0:00,5/24/2013,5/24/2013 21:20,,,,,,,00:00 - 00:00,T,,
MEDICS RESPONDED - BLOOD ON SEAT OF 1479 - RETURN TO SERVICE WITH SINGLE CAR 1517 - LSGP/ADGP,5/23/2013,OPERATOR,12:23,Passenger Incident,0,Intoxicated Passenger,1,22,1,    OB,87,GR,VAN NESS,L,L,L,12:23 - 00:00,,5/23/2013 12:23,VANNESS,,VANNESS,PASSENGER INCIDENT - INTOXICATED PASSENGER  INJURED,N,1,580,36,36 / L,GREEN,,,,,Intoxicated Passenger,Other,1290298,12:58,5/23/2013,5/23/2013 12:23,1517-1479,5/23/2013 12:45,5/23/2013 12:23,1517,1517,,12:23 - 12:45,R,22,22
"INSP BATISTE E, SFPD #4M1C, MEDIC #6 TRANSPORTED TO ST. FRANCIS.",5/21/2013,OPERATOR,15:11,Passenger Incident,0,Intoxicated Passenger,1,56,1,    OB,14,PO,FERRY TERMINAL,6,6,6,00:00 - 00:00,,,FERRY,,FERRY,PASSENGER INCIDENT - INTOXICATED PASSENGER  - RENDERIND AID.,N,1,1683,411,411 / 6,POTRERO,,,,,Intoxicated Passenger,Other,1289863,17:30,5/21/2013,5/21/2013 15:11,5461,5/21/2013 16:12,5/21/2013 15:16,5480,5480,,15:16 - 16:12,R,56,56
INSP A. VELACRUZ RESP,5/20/2013,OPERATOR,3:00,Passenger Incident,0,Intoxicated Passenger,1,15,1,    OB,36,PO,FILLMORE ##### HERMAN,22,22,22,00:00 - 00:00,,,FILLMORE & HERMAN,,FILLMORE & HERMAN,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,3204,474,474 / 22,,FILLMORE,HERMAN,%FILLMORE%,%HERMAN%,Intoxicated Passenger,Other,1289527,0:00,5/20/2013,5/20/2013 3:00,5457,5/20/2013 3:15,5/20/2013 3:00,,,,03:00 - 03:15,R,15,15
SFPD REMOVED THE PASSENGER.,5/19/2013,OPERATOR,8:23,Passenger Incident,0,Intoxicated Passenger,1,22,1,    IB,30,FL,22ND##### IRVING,71,71,71,00:00 - 00:00,,,22ND AVE & IRVING,,22ND AVE & IRVING,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,,418,418 / 71,,22ND,IRVING,%22ND%,%IRVING%,Intoxicated Passenger,Other,1289359,0:00,5/19/2013,5/19/2013 8:23,6276,5/19/2013 8:45,5/19/2013 8:23,,,,08:23 - 08:45,R,22,22
"UNIT 5 RESP. SFFD ENG 39, MEDIC 86 CLEARED",5/19/2013,OPERATOR,12:30,Passenger Incident,0,Intoxicated Passenger,1,15,1,    IB,27,PO,14TH##### QUINTARA,6,6,6,00:00 - 00:00,,,14TH AVENUE & QUINTARA,,14TH AVENUE & QUINTARA,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,4257,400,400 / 6,,14TH,QUINTARA,%14TH%,%QUINTARA%,Intoxicated Passenger,Other,1289440,0:00,5/19/2013,5/19/2013 12:30,5461,5/19/2013 12:45,5/19/2013 12:30,,,,12:30 - 12:45,R,15,15
"OPERATOR CLEARED, PASSENGER WALKED AWAY, SFPD*.",5/19/2013,OPERATOR,20:21,Passenger Incident,0,Intoxicated Passenger,1,5,1,    OB,34,KI,9TH##### JUDAH,43,43,43,00:00 - 00:00,,,9TH AVENUE & JUDAH,,9TH AVENUE & JUDAH,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,3661,764,764 / 43,,9TH,JUDAH,%9TH%,%JUDAH%,Intoxicated Passenger,Other,1289512,0:00,5/19/2013,5/19/2013 20:21,8332,5/19/2013 20:26,5/19/2013 20:21,,,,20:21 - 20:26,R,5,5
INSP A. VELACRUZ RESP,5/19/2013,OPERATOR,0:34,Passenger Incident,0,Intoxicated Passenger,1,18,1,    OB,36,WO,PORTOLA ##### OSHAUGHNESSY,44,44,44,00:00 - 00:00,,,PORTOLA & OSHAUGHNESSY,,PORTOLA & OSHAUGHNESSY,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,,250,250 / 44,,PORTOLA,OSHAUGHNESSY,%PORTOLA%,%OSHAUGHNESSY%,Intoxicated Passenger,Other,1289344,0:00,5/19/2013,5/19/2013 0:34,8113,5/19/2013 0:52,5/19/2013 0:34,,,,00:34 - 00:52,R,18,18
SFPD #3B1D.,5/18/2013,OPERATOR,17:39,Passenger Incident,0,Intoxicated Passenger,1,20,1,    OB,18,PO,FERRY TERMINAL,14,14,14,00:00 - 00:00,,,FERRY,,FERRY,  INTOXICATED PASSENGER.,N,1,4211,407,407 / 14,,,,,,Intoxicated Passenger,Other,1289321,0:00,5/18/2013,5/18/2013 17:39,7131,5/18/2013 18:10,5/18/2013 17:50,,,,17:50 - 18:10,R,20,20
SFPD RESP,5/17/2013,OPERATOR,5:02,Passenger Incident,0,Intoxicated Passenger,1,29,1,    IB,38,PO,MISSION ##### 16TH,14,14,14,00:00 - 00:00,,,MISSION & 16TH STREET,,16TH ST & MISSION ST,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,1204,301,301 / 14,,MISSION,16TH,%MISSION%,%16TH%,Intoxicated Passenger,Other,1288993,0:00,5/17/2013,5/17/2013 5:02,7125,5/17/2013 5:31,5/17/2013 5:02,,,,05:02 - 05:31,R,29,29
"UNIT #7 INSP E. BATISTE RESP, MEDIC #93 RESP AND TRANSPORTED PERSON TO ST. FRANCIS HOSP.",5/16/2013,OPERATOR,15:00,Passenger Incident,0,Intoxicated Passenger,1,57,1,    IB,26,PR,COLUMBUS ##### BAY,30,30,30,00:00 - 00:00,,,COLUMBUS & BAY,,COLUMBUS & BAY,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,974,44,44 / 30,,COLUMBUS,BAY,%COLUMBUS%,%BAY%,Intoxicated Passenger,Other,1288926,0:00,5/16/2013,5/16/2013 15:00,5544,5/16/2013 15:57,5/16/2013 15:00,,,,15:00 - 15:57,R,57,57
SFFD E-28 RESPONDED.,5/16/2013,OPERATOR,22:44,Passenger Incident,0,Intoxicated Passenger,1,21,1,    OB,38,FL,NORTH POINT ##### KEARNY,8X,8X,8X,00:00 - 00:00,,,NORTH POINT & KEARNY,,NORTH POINT & KEARNY,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,4286,528,528 / 8X,,NORTH POINT,KEARNY,%NORTH%POINT%,%KEARNY%,Intoxicated Passenger,Other,1288978,0:00,5/16/2013,5/16/2013 22:44,6234,5/16/2013 23:05,5/16/2013 22:44,,,,22:44 - 23:05,R,21,21
"SFPD UNIT #3B15D, NO ARREST",5/16/2013,OPERATOR,18:19,Passenger Incident,0,Intoxicated Passenger,1,30,1,    OB,32,PR,TOWNSEND ##### 4TH,30,30,30,00:00 - 00:00,,,TOWNSEND & 4TH STREET,,TOWNSEND & 4TH STREET,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,4175,113,113 / 30,,TOWNSEND,4TH,%TOWNSEND%,%4TH%,Intoxicated Passenger,Other,1288964,0:00,5/16/2013,5/16/2013 18:19,5514,5/16/2013 18:49,5/16/2013 18:19,,,,18:19 - 18:49,R,30,30
"OPERATOR CLEARED, SFPD UNIT #E14D - CAD #2866 RESPONDED, NO ARREST",5/16/2013,OPERATOR,19:50,Passenger Incident,0,Intoxicated Passenger,1,43,1,    IB,34,PR,LYON ##### GREENWICH,41,41,41,00:00 - 00:00,,,LYON & GREENWICH,,LYON & GREENWICH,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,Y,1,1317,115,115 / 41,PRESIDIO,LYON,GREENWICH,%LYON%,%GREENWICH%,Intoxicated Passenger,Other,1288974,0:00,5/16/2013,5/16/2013 19:50,5518,5/16/2013 20:10,5/16/2013 19:27,,,,19:27 - 20:10,R,43,43
INSPECTOR B. LIANG 4C30 RESPONDED  - OUT OF SERVICE TO C/D AND BANKED AT THE MINT WAITING FOR SFPDSFPD UNIT # 3E11A RESPONDED AND REMOVED THE PASSENGER @ 1420HRS. -  OPERATOR CLEARED - BACK IN SERVICE,5/15/2013,OPERATOR,13:22,Passenger Incident,0,Intoxicated Passenger,1,7,1,    OB,87,GR,EMBARCADERO STATION,N,N,N,13:22 - 13:29,5/15/2013 13:29,5/15/2013 13:22,EMBARCADERO,,EMBARCADERO,PASSENGER INCIDENT - INTOXICATED PASSENGER  PASSENGER LYING ON THE FLOOR ON THE SECOND CAR,N,1,691,17,17 / N,CHURCH/DUBOCE,,,,,Intoxicated Passenger,Other,1288083,0:00,5/15/2013,5/15/2013 13:22,1411-1416,5/15/2013 13:29,5/15/2013 13:22,,,,13:22 - 13:29,R,7,7
"INSP F. DALOG RESP
SFPD 3H16E RESP NO ARREST",5/14/2013,OPERATOR,23:18,Passenger Incident,0,Intoxicated Passenger,1,34,1,    IB,86,WO,GENEVA ##### RIO VERDE,9,9,9,00:00 - 00:00,,,GENEVA & RIO VERDE,,GENEVA AVE & RIO VERDE ST,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,2804,233,233 / 9,,GENEVA,RIO VERDE,,,Intoxicated Passenger,Other,1287798,0:00,5/14/2013,5/14/2013 23:18,8184,5/15/2013 23:52,5/15/2013 23:18,,,,23:18 - 23:52,R,34,34
"SFPD* & CANCELED, OPERATOR CLEARED",5/14/2013,OPERATOR,19:26,Passenger Incident,0,Intoxicated Passenger,1,6,1,    OB,79,GR,BAY SHORE ##### SUNNYDALE,KT,KT,KT,00:00 - 00:00,,,BAYSHORE & SUNNYDALE AVENUE,,BAYSHORE & SUNNYDALE AVENUE,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,1784,126,126 / KT,,BAY SHORE,SUNNYDALE,%BAY%SHORE%,%SUNNYDALE%,Intoxicated Passenger,Other,1287778,0:00,5/14/2013,5/14/2013 19:26,1532,5/14/2013 19:32,5/14/2013 19:26,,,,19:26 - 19:32,R,6,6
INSP.  T. MCQUEEN RESP.  VIDEO*.  MEDIC UNIT 41 TRANSPORTED TO SOBBERING CENTER.  CAD #212.,5/14/2013,OPERATOR,13:06,Passenger Incident,0,Intoxicated Passenger,1,46,1,    OB,24,WO,LEAVENWORTH ##### CALIFORNIA,27,27,27,00:00 - 00:00,,,LEAVENWORTH & CALIFORNIA,,LEAVENWORTH & CALIFORNIA,PASSENGER INCIDENT - INTOXICATED PASSENGER  PASSED OUT,N,1,2592,169,169 / 27,,LEAVENWORTH,CALIFORNIA,%LEAVENWORTH%,%CALIFORNIA%,Intoxicated Passenger,Other,1287720,0:00,5/14/2013,5/14/2013 13:06,8428,5/14/2013 13:52,5/14/2013 13:06,,,,13:06 - 13:52,R,46,46
MEDIC 96 TRANS PASSENGER UCSF. INSP D JACKSON RESP.,5/13/2013,OPERATOR,11:55,Passenger Incident,0,Intoxicated Passenger,1,16,1,    OB,19,KI,VAN NESS ##### O'FARRELL,47,47,47,00:00 - 00:00,,,VAN NESS & O'FARRELL,,VAN NESS & O'FARRELL,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,3014,676,676 / 47,,VAN NESS,O'FARRELL,,,Intoxicated Passenger,Other,1287515,0:00,5/13/2013,5/13/2013 11:55,8230,5/13/2013 12:11,5/13/2013 11:55,,,,11:55 - 12:11,R,16,16
"INSP. T. ALDANA RESPONDED, SFPD 3B11E, NO ARREST.",5/13/2013,OPERATOR,0:05,Passenger Incident,0,Intoxicated Passenger,1,20,1,    OB,38,PO,FERRY TERMINAL,14,14,14,00:00 - 00:00,,,FERRY TERMINAL,,FERRY TERMINAL,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,3838,476,476 / 14,,,,,,Intoxicated Passenger,Other,1287458,0:00,5/13/2013,5/13/2013 0:05,5434,5/13/2013 0:25,5/13/2013 0:05,,,,00:05 - 00:25,R,20,20
"LSGP*, ADGP*, SFPD*,  INSP K WILLIAMS CLEARED",5/13/2013,OPERATOR,22:20,Passenger Incident,0,Intoxicated Passenger,1,13,1,    IB,87,GR,OCEAN##### PHELAN,KT,KT,KT,22:20 - 22:33,5/13/2013 22:33,5/13/2013 22:20,OCEAN AVENUE & PHELAN,,OCEAN AVENUE & PHELAN,PASSENGER INCIDENT - INTOXICATED PASSENGER  (SMOKING ON LRV),N,1,3269,116,116 / KT,,OCEAN,PHELAN,%OCEAN%,%PHELAN%,Intoxicated Passenger,Other,1287629,0:00,5/13/2013,5/13/2013 22:20,1420,5/13/2013 22:33,5/13/2013 22:20,,,,22:20 - 22:33,R,13,13
"SFPD H11C CLEARED, INSP JIANG RESPONDED",5/12/2013,OPERATOR,12:14,Passenger Incident,0,Intoxicated Passenger,1,,1,,83,GR,METRO TERMINAL,KT,KT,KT,00:00 - 00:00,,,METRO TERMINAL,,METRO TERMINAL,"PASSENGER INCIDENT - INTOXICATED PASSENGER  , NEAR TRACKWAY",N,1,,, / KT,,,,,,Intoxicated Passenger,Other,1287403,0:00,5/12/2013,5/12/2013 12:14,,,,,,,00:00 - 00:00,R,,
"1L3 RESP, MEDIC #73 CLEARED",5/12/2013,OPERATOR,19:20,Passenger Incident,0,Intoxicated Passenger,1,19,1,    IB,34,PO,VAN NESS ##### GEARY,49,49,49,00:00 - 00:00,,,VAN NESS & GEARY,,GEARY BLVD & VAN NESS AVE,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,1712,447,447 / 49,,VAN NESS,GEARY,%VAN%NESS%,%GEARY%,Intoxicated Passenger,Other,1287449,0:00,5/12/2013,5/12/2013 19:20,7124,5/12/2013 19:39,5/12/2013 19:20,,,,19:20 - 19:39,R,19,19
INSP A ESCOBAR CLEARED,5/11/2013,OPERATOR,20:39,Passenger Incident,0,Intoxicated Passenger,1,21,1,    OB,34,PO,MISSION ##### 6TH,14,14,14,00:00 - 00:00,,,MISSION & 6TH ST,,MISSION & 6TH ST,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,4211,407,407 / 14,,MISSION,6TH,%MISSION%,%6TH%,Intoxicated Passenger,Other,1287339,0:00,5/11/2013,5/11/2013 20:39,7113,5/11/2013 21:00,5/11/2013 20:39,,,,20:39 - 21:00,R,21,21
"INSP. B. CHOWN RESPONDED, SFPD 3D11D, SFFD E-6 , MEDIC -84 TRANSPORTED PASSENGER TO A SOBERING CENTER.",5/10/2013,OPERATOR,19:32,Passenger Incident,0,Intoxicated Passenger,1,17,1,    IB,15,PO,18TH##### SANCHEZ,33,33,33,00:00 - 00:00,,,18TH STREET & SANCHEZ,,18TH STREET & SANCHEZ,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,3630,460,460 / 33,,18TH,SANCHEZ,%18TH%,%SANCHEZ%,Intoxicated Passenger,Other,1287173,0:00,5/10/2013,5/10/2013 19:32,5408,5/10/2013 19:49,5/10/2013 19:32,,,,19:32 - 19:49,R,17,17
"INSP. K. JOMAC RESPONDED, SFFD E-36, SFFD M-74 TRANSPORTED PASSENGER TO SOBERING CENTER.",5/10/2013,OPERATOR,14:59,Passenger Incident,0,Intoxicated Passenger,1,28,1,    IB,15,PO,MISSION ##### 9TH,14,14,14,00:00 - 00:00,,,MISSION & 9TH STREET,,9TH ST & MISSION ST,PASSENGER INCIDENT - INTOXICATED PASSENGER  RENDERING AID,N,1,4211,407,407 / 14,,MISSION,9TH,%MISSION%,%9TH%,Intoxicated Passenger,Other,1287083,0:00,5/10/2013,5/10/2013 14:59,7012,5/10/2013 15:27,5/10/2013 14:59,,,,14:59 - 15:27,R,28,28
"INSP. K. JOMAC RESPONDED, SFFD M-58 TRANSPORTED PASSENGER TO SOBERING CENTER",5/10/2013,OPERATOR,14:44,Passenger Incident,0,Intoxicated Passenger,1,25,1,    OB,18,FL,MISSION ##### 16TH,14L,14L,14L,00:00 - 00:00,,,MISSION  & 16TH STREET,,MISSION  & 16TH STREET,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,3094,510,510 / 14L,,MISSION,16TH,%MISSION%,%16TH%,Intoxicated Passenger,Other,1287080,0:00,5/10/2013,5/10/2013 14:44,6262,5/10/2013 15:09,5/10/2013 14:44,,,,14:44 - 15:09,R,25,25
4S22; SFPD 3B11A; ,5/10/2013,OPERATOR,5:45,Passenger Incident,0,Intoxicated Passenger,1,4,1,    IB,86,GR,MONTGOMERY STATION,J,J,J,05:45 - 05:49,5/10/2013 5:49,5/10/2013 5:45,MONTGOMERY,,MONTGOMERY,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,1324,26,26 / J,,,,,,Intoxicated Passenger,Other,1287000,0:00,5/10/2013,5/10/2013 5:45,1457,5/10/2013 5:49,5/10/2013 5:45,,,,05:45 - 05:49,R,4,4
"UNIT #15 INSP S. SMITH, DCPD #125 & #57, DCFD ENGINE #91, AMR MEDIC #404 TRANSPORTED TO SEATON HOSP.",5/9/2013,OPERATOR,19:40,Passenger Incident,0,Intoxicated Passenger,1,37,1,    IB,15,PO,MISSION ##### SAN JOSE,14,14,14,00:00 - 00:00,,,MISSION & SAN JOSE,,MISSION & SAN JOSE,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,4345,431,431 / 14,,MISSION,SAN JOSE,,,Intoxicated Passenger,Other,1286973,0:00,5/9/2013,5/9/2013 19:40,7058,5/9/2013 20:17,5/9/2013 19:40,,,,19:40 - 20:17,R,37,37
AMR UNIT 9 REMOVED THE PASSENGER. INSP S HOOKS RESP.,5/8/2013,OPERATOR,8:31,Passenger Incident,0,Intoxicated Passenger,1,21,1,    IB,16,PO,MISSION ##### SAN JOSE,14,14,14,00:00 - 00:00,,,MISSION & SAN JOSE,,MISSION & SAN JOSE,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,1204,301,301 / 14,,MISSION,SAN JOSE,,,Intoxicated Passenger,Other,1286642,0:00,5/8/2013,5/8/2013 8:31,7126,5/8/2013 8:52,5/8/2013 8:31,,,,08:31 - 08:52,T,21,21
"OPERATOR CLEARED  , SFPD*.",5/8/2013,OPERATOR,22:46,Passenger Incident,0,Intoxicated Passenger,1,17,1,    OB,38,PO,JACKSON ##### WEBSTER,24,24,24,00:00 - 00:00,,,JACKSON & WEBSTER,,JACKSON & WEBSTER,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,1535,453,453 / 24,,JACKSON,WEBSTER,%JACKSON%,%WEBSTER%,Intoxicated Passenger,Other,1286783,0:00,5/8/2013,5/8/2013 22:46,5442,5/9/2013 23:03,5/9/2013 22:46,,,,22:46 - 23:03,R,17,17
SFPD (3-B-14-E) REMOVED PERSON FROM AREA.,5/8/2013,INSPECTOR,22:36,Passenger Incident,0,Intoxicated Passenger,1,,1,,86, ,EMBARCADERO STATION,NA,Other,NA,00:00 - 00:00,,,EMBARCADERO STATION,,EMBARCADERO STATION,PASSENGER INCIDENT - INTOXICATED PASSENGER  INSPECTOR REPORTED INTOXICATED PASSENGER ON PLATFORM,N,1,,, / ,,,,,,Intoxicated Passenger,Other,1286779,0:00,5/8/2013,5/8/2013 22:36,,,,,,,00:00 - 00:00,T,,
SFPD 3B3A TRANSPORT TO SOBERING CENTER,5/7/2013,STATION AGENT,6:53,Passenger Incident,0,Intoxicated Passenger,1,,1,,85,GR,CIVIC CENTER STATION,NA,Other,NA,00:00 - 00:00,,,CIVIC CENTER,,CIVIC CENTER,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,,, / ,,,,,,Intoxicated Passenger,Other,1286448,0:00,5/7/2013,5/7/2013 6:53,,,,,,,00:00 - 00:00,R,,
SFPD UNIT #3H27 RESP AND CLEARED,5/7/2013,OPERATOR,13:23,Passenger Incident,0,Intoxicated Passenger,1,16,1,    IB,30,PO,PHELAN LOOP,49,49,49,00:00 - 00:00,,,PHELAN LOOP,,CITY COLLEGE TERMINAL,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,4109,354,354 / 49,,,,,,Intoxicated Passenger,Other,1286513,0:00,5/7/2013,5/7/2013 13:23,7107,5/7/2013 13:40,5/7/2013 13:24,,,,13:24 - 13:40,R,16,16
SFPD UNIT #3C90 RESP AND CLEARED,5/7/2013,OPERATOR,20:53,Passenger Incident,0,Intoxicated Passenger,1,21,1,    IB,22,KI,GALVEZ ##### HORN,19,19,19,00:00 - 00:00,,,GALVEZ & HORN,,GALVEZ & HORN,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,3274,743,743 / 19,,GALVEZ,HORN,%GALVEZ%,%HORN%,Intoxicated Passenger,Other,1286622,0:00,5/7/2013,5/7/2013 20:53,8325,5/7/2013 21:14,5/7/2013 20:53,,,,20:53 - 21:14,R,21,21
SFPD REMOVED THE PASSENGER.,5/6/2013,OPERATOR,14:16,Passenger Incident,0,Intoxicated Passenger,1,47,1,    IB,18,FL,BALBOA ##### 32ND,38,38,38,00:00 - 00:00,,,BALBOA & 32ND AVE,,BALBOA & 32ND AVE,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,1134,425,425 / 38,,BALBOA,32ND,%BALBOA%,%32ND%,Intoxicated Passenger,Other,1286317,0:00,5/6/2013,5/6/2013 14:16,6405,5/6/2013 15:03,5/6/2013 14:16,,,,14:16 - 15:03,R,47,47
"UNIT #7 INSP A. ALVIOR, 1L3 D. FONG RESP, MEDIC 83 TRANSPORTED PASSENGER TO ST. LUKES, VIDEO*",5/6/2013,OPERATOR,19:25,Passenger Incident,0,Intoxicated Passenger,1,20,1,    IB,11,PO,ASHBURY ##### FREDERICK,33,33,33,00:00 - 00:00,,,ASHBURY & FREDERICK,,ASHBURY & FREDERICK,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,2286,455,455 / 33,POTRERO,ASHBURY,FREDERICK,%ASHBURY%,%FREDERICK%,Intoxicated Passenger,Other,1286387,0:00,5/6/2013,5/6/2013 19:25,5419,5/6/2013 19:45,5/6/2013 19:25,,,,19:25 - 19:45,R,20,20
